IDorder,IDuser,IDbike
773775,719575,770497
764792,780261,249298
993585,917721,488371
582354,170950,330689
752814,397913,726818
927073,593853,278672
867544,872660,194838
115437,817187,226602
732723,508400,815673
365127,222574,479792
729787,420062,209899
738246,496814,673483
339077,924774,784323
387233,555949,263398
274317,677359,918515
992016,929667,936310
505229,894256,850771
875262,190195,655672
418641,738473,614957
257793,712075,167740
616041,274653,873695
925498,326293,140911
433657,222574,655138
942220,842344,808748
595653,140207,218094
840649,147303,162279
998728,581827,755578
477631,668779,149354
185768,871896,111923
273770,901877,976299
654930,903612,153794
227454,188905,862982
421695,692809,152730
648017,580167,473742
580630,144596,838103
585518,858490,934488
699149,688356,671552
257038,443827,627546
595714,204512,188018
933030,787949,702886
542539,437633,673205
351382,752027,183685
427922,829779,206841
357574,716472,614679
563479,555663,896837
548733,454955,973001
828478,691293,746184
436455,823732,649714
477792,743089,146120
312162,879741,385447
915851,609551,881985
730389,654066,498342
122251,110492,871512
407352,928408,575905
716843,507716,285822
682847,511814,238773
939424,688374,437941
286178,446587,568843
471444,563254,680102
822930,950347,582553
749419,234327,196549
895227,183794,260566
429627,381026,765273
461469,285166,922299
511140,163405,570269
808724,364945,650138
842876,195703,629794
591332,244919,476106
368296,401437,251091
145887,796591,251977
387846,750089,858540
468997,167258,975078
209555,409492,968742
396754,884268,442798
627531,848533,345392
975050,414728,177244
194864,955392,659827
523241,744255,824666
926835,772458,569113
937251,809586,836439
756729,555663,922633
454448,960822,719976
364362,996822,547607
565723,870498,707144
521030,631649,779929
266003,533338,542077
679253,222118,514181
451215,223975,955799
645126,848533,686258
494934,546646,900043
866213,994495,415978
973216,185531,777257
626991,681545,235031
373267,258930,248916
851199,611380,471946
857057,648170,621047
220522,237008,798727
359660,109993,888297
458511,229378,947525
550033,175865,955029
655667,304043,325412
934773,465085,203183
405500,718914,695531
647561,873297,145812
968920,515094,810355
857272,217376,433215
782233,111851,485200
489867,508205,385447
397330,602478,726794
734485,950347,323169
431994,270388,428441
819529,947069,220549
875975,233271,717975
287184,116755,112302
138928,384809,695531
742567,776735,591622
628000,148337,418214
687250,603601,561132
562925,576493,343331
987061,866847,587426
336627,541636,151157
535256,330004,153824
925471,111077,546217
884902,648365,874501
913108,822306,637321
201620,954848,438810
276431,327781,378334
890155,109781,582477
741670,946627,676826
198155,439428,217867
805295,147303,216200
498887,240830,283289
750968,717670,159979
848384,466775,197535
822272,376488,614679
691952,688374,552817
196372,500836,704371
527940,800173,522326
276087,736334,465146
794174,375251,379642
339161,701085,588790
287016,289900,810355
162979,883713,402663
708711,778179,684328
326014,392557,756970
811925,638723,125310
370628,451513,607071
929595,221763,775165
981584,691584,808879
716836,574206,917651
373439,713086,812400
943964,300309,362320
654817,540153,968673
888683,982294,819939
215880,338379,362488
863840,982444,623403
222119,662047,422595
852807,301935,108810
216289,390248,210726
475824,947069,749044
202341,615522,878291
865497,752027,621602
109689,451094,544143
506949,485925,925772
708149,149756,401091
221250,205477,628169
163474,507716,463287
285364,961024,487380
323416,459574,598433
690124,654066,248356
290019,691941,129125
966704,320942,855609
745906,574551,678238
539098,666488,528315
323191,357276,976713
262886,901744,735665
205596,188283,373613
669637,168172,431683
262926,225097,659356
925538,687569,845322
445492,553405,417992
828131,423181,514896
958279,861430,900841
977031,304043,784840
371056,834778,842557
477438,649171,996015
271405,836446,381630
902412,396091,879008
691160,454185,560923
253871,877694,396472
232850,783851,139475
315431,732758,482978
592603,985847,649333
137248,896329,922880
582795,979641,185872
155853,546203,811518
579912,239595,835671
726230,687166,927690
937629,248175,834621
300413,590016,684427
308634,778400,385850
655069,744255,685209
934579,977725,674171
876516,337498,129125
770514,911299,403148
442383,347929,483115
703630,371366,445207
981825,347641,501148
353662,836404,666184
715308,783851,186996
571094,942701,422444
916995,829969,280116
566872,527608,292913
452007,380396,574627
545249,159022,605222
715800,726904,333185
350412,214840,960726
362672,826238,754795
300667,496814,546126
851126,800173,446302
328932,570111,944638
963245,473437,170804
410181,237008,714519
504012,866847,908278
716549,891075,486240
352249,271900,804579
431434,144625,690599
665865,652622,714833
456190,928776,694816
355811,337498,720658
879114,439546,655138
750881,212019,665940
189240,707986,813312
111277,209816,182102
301467,491419,280749
357826,808680,459168
994851,788262,115251
424940,355152,396739
952470,307043,761210
358851,105197,822937
988158,160801,145288
148884,721798,872370
401723,294646,414997
950270,316052,915927
572215,397516,798490
640082,434991,511344
248718,238436,157731
907368,166462,809341
426515,669953,918795
497323,751247,493703
864772,909507,236696
705325,534043,861045
355920,903612,666184
454471,492605,623863
877401,897005,516802
808094,789989,448591
432809,398136,964892
447564,299654,245199
855004,968510,794162
817528,227019,668100
682240,650683,793640
960951,197956,757130
188984,961988,501148
241258,659896,146061
700804,525155,731394
501218,779094,443947
210354,584568,398440
953124,119866,392051
610335,464651,396472
935826,197956,343050
794055,826238,219668
576001,771339,255968
440759,440830,913042
753888,325806,110140
729506,447181,982571
149008,304921,155590
962512,980893,529595
832926,316052,137618
500550,979265,379642
949535,143076,141228
917139,533338,794162
846137,746275,678099
284816,595031,722385
818638,558559,968536
791094,232912,635369
806665,378752,907490
186107,697480,475271
683958,846671,278672
580694,174493,594921
786783,307043,804670
835144,453724,852408
270260,304921,876834
968974,160801,925772
359596,500836,626147
765455,853008,539612
797579,192371,421934
538385,905079,270293
223214,457530,107867
461227,942370,432228
413038,908124,530318
652382,114605,888055
375706,398706,336305
506855,183794,434608
962501,603627,659108
640315,182009,593637
464573,365814,448271
586308,369440,858688
227423,649171,784936
182524,670022,162521
415102,762426,801414
468819,531807,727376
795195,106219,179449
166235,942920,592186
394860,793769,621443
925380,475800,804711
279224,883713,654999
808409,603627,766603
677878,211937,796946
706556,234327,846161
704379,627991,826633
576678,861430,859083
928188,200024,143687
525369,524561,613412
309493,700292,108159
956227,925795,718712
884902,262654,493670
471438,324953,529610
741592,428595,849834
963393,494540,401091
243905,522354,946231
509390,259764,502260
603687,394347,328395
943713,607268,546217
893628,375251,925006
883984,867455,972407
955354,338379,141281
866134,394807,168320
359112,799826,309141
129463,250414,809729
149809,602257,487380
658302,932708,665915
720230,990622,561479
379580,200024,556172
373357,644824,803488
676457,857385,487878
163519,662047,283847
432223,546646,103180
698132,637346,334856
823738,229378,334530
833961,856097,612512
581910,990622,947264
369482,626754,302901
652000,369810,410624
607652,148043,196870
807158,858532,199156
630766,257530,541743
644486,625967,721459
833416,770301,408230
710838,487549,748213
148331,573225,466606
453842,898532,449069
135277,907976,880740
458576,483205,468533
869125,457530,396472
966469,608636,292089
641153,579277,846018
539010,502927,667062
566699,938337,685366
529141,892647,384827
718211,946627,448271
161210,568299,275446
936384,812224,328519
848408,752027,685982
161236,903612,845661
525589,355152,623863
369427,602478,519031
329575,633326,611811
209555,408807,846018
219280,909121,525258
204425,793171,734783
246740,183794,693183
248193,634760,374983
498736,443827,430037
834102,835987,842262
685912,648268,341816
331831,213362,209897
854319,121456,799304
549268,600579,373810
359758,444041,381223
854853,579684,909546
649110,405037,430943
445147,374528,923229
866016,680846,719024
202232,513160,892772
515889,521736,810858
429092,169161,254060
637085,853008,961926
119177,877470,455712
731136,837276,735174
460952,718914,437263
217015,157718,188853
429912,817142,731263
467638,960035,850958
948103,860854,153350
418482,802247,637321
348813,296883,258551
822262,103109,433684
428180,922349,703844
732725,655217,521963
979742,682145,612512
762079,463930,459877
941279,251414,199021
280814,648268,975119
741018,899783,138680
193020,176505,263856
509447,531807,376043
324696,143076,854231
555568,884268,685366
741198,114117,382495
124960,561131,214003
951145,833423,588790
647716,752027,515738
930886,725526,220549
911846,894256,332884
691687,218732,295756
363524,914151,620877
909963,845187,151500
818937,569495,682793
417726,636115,141281
152996,116755,414997
734103,486508,484235
852891,757665,765054
854840,163842,862982
826804,688356,848843
873783,151536,793286
164768,634437,583350
845555,448934,912156
716378,411430,448271
778997,807395,921973
243454,311960,236120
593703,702859,740748
106910,301935,477632
534863,886469,288311
353467,689664,678099
350223,375042,815597
614495,852054,375129
978986,229044,967756
851407,355029,758752
771384,103064,169499
242372,376033,804125
265662,380000,839294
547131,134638,204916
499209,449659,401091
816934,991112,626290
175041,361116,954135
581879,779687,226105
257576,950347,651944
620695,428595,177483
549383,562209,446245
363982,511778,275109
753485,253813,195799
862365,679499,375344
260995,465085,736635
228873,250414,659053
535154,253176,132976
706501,561354,601295
863144,563050,672790
815006,125568,523769
190417,396050,501331
372811,494869,919553
327344,464890,976027
604398,324953,693042
140934,121456,445606
380495,397516,322737
840232,987502,145604
929000,839957,667128
778512,347183,376928
266841,320942,155253
631063,963843,208807
863955,219974,209519
870060,581827,649526
212683,199940,188428
757490,157485,787193
945069,513516,542476
949289,279639,702886
858713,780361,669972
154716,214683,544582
823350,975876,564144
362592,648170,203572
166230,578206,622023
137480,751111,175181
495277,896329,719976
457697,101458,219543
994636,574886,667781
766097,514593,212409
688899,369440,353769
980968,443827,837523
371492,719575,917894
210690,459597,280413
162714,199319,421727
709365,716277,550611
602951,109370,969789
303728,234752,483258
265751,863271,645860
892838,533412,536524
669369,251414,342914
706927,980893,712672
232581,445329,704371
487448,642742,937557
216817,943306,267216
654277,244919,843715
707151,317115,953370
190491,806330,352426
954614,216244,746724
798675,637665,214736
112243,908591,685209
850525,637665,861466
646543,772458,972166
825905,894256,552108
833696,886949,848113
241620,448589,877294
583441,457845,534407
773983,507791,753837
261022,494540,266478
733253,924865,560700
153680,843667,376043
154337,470603,981718
214252,924865,327033
738756,541575,738831
614813,353889,737571
759072,149667,750484
850864,604679,623863
901068,467765,121099
765602,752095,577922
182493,454955,390163
918186,221357,662786
789448,167449,414997
609168,712631,808442
305002,454955,983627
869553,321298,622313
639969,956868,403944
246795,780031,885234
319702,773008,779803
804917,232637,345757
493828,380396,115225
372918,848533,193547
489749,669953,670730
413168,737252,684328
660345,160789,222121
211009,359550,713300
209174,770380,947225
362461,532924,821017
255444,386705,742683
126295,571753,630585
397403,454442,320859
374470,634437,737571
923158,154945,523880
100495,726904,976713
324353,597453,975078
173982,446587,912068
256326,655523,195102
412381,398136,599142
523932,192371,903259
563431,454185,976299
832354,567271,923029
946279,980893,118861
782714,880484,145213
898316,701225,258641
201032,569848,510250
292060,934956,447161
530261,875051,830602
370934,176505,999140
343777,123104,957749
353707,584568,317112
874536,552751,291302
724708,686219,469675
837565,552488,347680
120622,492605,722385
559666,364007,468533
210298,862670,371330
442892,558877,105392
845440,654045,277007
919874,183710,251977
109124,414728,147260
821822,599671,273262
119352,507791,198285
402043,526239,319194
252384,636243,233232
763404,181686,941507
986979,982308,870693
564192,287781,305582
814663,551712,888055
217517,866853,244951
387070,483205,785819
286616,748561,289562
206193,103064,350811
952713,860854,276165
858848,899232,810355
151563,650384,988734
408218,457845,203766
934010,324325,469895
786930,740880,124709
498631,748697,962443
220166,826493,656142
135347,560342,335860
635132,896352,726020
665244,836446,769100
641912,478972,998661
975961,988635,530447
604703,266633,456852
506614,464651,575151
488963,954920,875142
825014,750571,134698
767862,155330,246124
870387,725526,654579
342966,712075,108394
204995,459574,166044
348619,865142,295723
869520,751111,183541
985872,506159,763982
835792,396050,451522
994802,844807,207372
673347,137921,655349
820162,148337,418417
449186,459574,767812
684798,457005,153824
104228,762989,763391
735693,637665,923603
287864,554193,663066
313304,976620,598246
628520,937582,401471
670000,629160,830984
377781,494540,386352
346407,623590,235956
687900,365875,703844
491570,451094,139475
217156,270415,344734
375318,112559,348343
930147,954460,617073
954507,609412,612317
802965,598823,838475
158950,381026,366284
436886,775971,514896
721283,908120,828332
509055,590146,652335
378113,504116,525722
459492,479773,491403
937868,659715,861045
912682,883240,786732
814901,225097,504515
983631,497289,177244
893622,301660,722385
660567,906205,130157
616471,509660,731432
254788,762361,649026
278893,360349,370964
842859,958936,376043
600101,172744,843715
491758,362328,679269
393206,729364,514181
231056,735788,800826
804381,440525,784323
936723,234752,795216
738763,932708,709975
498034,901031,940808
361272,668779,669972
387052,296883,204927
672516,533412,139953
774200,883713,968354
471379,888413,473245
879544,956863,674019
349313,277275,371931
959010,632156,538277
485606,746070,286625
463533,777710,915598
571729,932708,375129
106868,503138,823276
283438,498751,259184
687022,626754,517997
614314,110492,923551
735999,214840,657864
522344,188283,374686
109249,839844,909805
127280,571753,866669
318675,628866,173548
846412,806330,632582
896934,907976,902574
440242,794394,422356
764803,162089,430825
427549,189526,637016
370822,757743,470780
200471,911299,519031
253864,604679,198861
195391,662519,956899
515904,743089,384734
904451,523799,229673
804198,437633,679444
702707,935237,672790
360884,817187,836439
676119,933845,383084
670921,337498,245754
599704,786543,179859
939360,329384,888911
216565,876090,852053
260900,632156,686004
347290,154945,259184
771815,164283,891764
930672,539504,720149
801692,928776,699097
136956,928776,263369
194516,348938,187219
566968,316052,565333
258256,819268,196836
393825,787236,709774
598394,851406,543085
975607,908120,940808
548322,288358,756970
245322,682754,407715
465474,142718,800923
877191,539504,561661
314445,374528,462100
705054,327068,431014
758463,500836,134698
260898,597453,662051
139173,705005,416202
557037,322001,735665
538245,513160,591190
782736,769298,466333
265099,169166,334530
566487,238124,181136
949254,199938,790958
729879,296883,409477
118101,445638,345998
671248,222118,530447
520491,991112,784840
535717,468353,159979
846202,561131,926411
716383,648205,350811
967047,183615,154583
135760,503828,364479
393851,752095,331085
476121,336522,237425
567724,711833,582593
788696,853008,252539
654536,815629,246124
600889,956868,847250
232719,658883,551644
424013,839226,270293
604396,347641,941507
253920,369810,415263
767328,253813,611659
151473,200024,212409
340325,762426,388176
191647,878301,745777
345409,532575,601793
996974,496814,876895
584227,183615,330689
833960,194965,742916
206848,552126,687159
167361,388488,876895
175009,926733,543370
936915,155722,817334
746219,826238,667342
489223,762361,836439
825616,257621,386164
650115,852054,300882
108711,502862,865548
742757,274787,311228
882668,778805,385447
708788,798377,605766
898616,389981,601820
194333,164798,543529
241401,946265,264829
929562,943007,509035
404067,131380,322786
588201,604679,614546
410527,595031,874263
593191,251403,143024
586078,636243,539612
987525,495775,248356
124815,655217,586788
208090,485613,674325
989749,741247,794775
948629,541575,849710
899186,222574,931638
221495,539387,159697
282285,154140,731323
792624,182596,369327
504470,408797,576194
941603,531124,841932
869465,438051,369953
705298,749552,502260
908602,145456,910427
101871,771255,838475
907583,111077,297723
157865,272110,590114
620698,276981,420384
739453,712075,577775
658543,163405,240388
687342,878215,451953
477472,610528,237843
741981,594552,435413
275521,977284,300836
254469,654066,276328
308802,960822,931521
508602,457530,961926
115204,440830,433684
870513,448589,972166
770367,409492,356511
503327,866847,361098
409065,655810,420020
318979,686747,925772
506966,581827,381316
740854,829969,846162
117093,488658,667611
862481,449659,200740
689025,184815,685801
659539,219680,806204
985217,852054,593183
292724,351141,157243
445715,443827,361670
683158,315184,511352
228584,475323,646364
416042,733213,696334
731679,426727,695785
163454,413490,341816
401063,164075,500853
776629,956863,979169
535506,464044,982782
836971,296661,727020
653006,853276,143039
859356,180596,961040
434405,322001,712932
115573,770301,148823
777368,163405,709975
510937,743294,900970
893860,434991,846162
963869,668779,621047
275067,485925,859500
779147,653913,442187
752018,770380,637321
272673,230982,953332
483552,137921,564621
719605,446587,277087
147780,748697,545613
635694,754936,368769
492378,181686,143160
590049,512099,937685
244643,587587,455353
163720,986871,919116
139523,146644,889165
470723,478972,534534
527091,690649,838439
929093,465335,421642
974629,473550,884621
645189,525746,488233
123323,300309,944450
708629,321486,954205
528993,522922,473465
334835,439428,181719
709432,636115,474972
731130,633065,297679
186412,568330,601947
850170,232174,251444
765972,307043,764801
603749,797728,583350
107853,749748,453533
598477,192822,425022
441038,730797,627372
844344,419001,565333
471595,180180,443403
422095,300309,955448
521998,547970,635669
905756,829649,358117
175278,754922,511326
123227,877997,324284
504929,508715,210499
990784,448589,873394
425644,701864,546437
978434,271900,310943
444141,656085,741492
301817,662460,713167
344264,677204,545486
173625,102905,852125
220210,779170,506920
142193,495775,115183
501823,186279,366560
304411,288358,804711
931138,649171,460622
231219,522354,714532
232822,815322,822937
154688,282797,324495
621796,528598,955029
489359,980408,406200
371902,420874,617406
380471,846370,816455
364086,937582,118861
702300,950347,240388
668106,500543,162369
886642,852338,614957
751733,879741,682014
662669,715158,146061
403899,351141,784936
464754,356838,341140
136969,160801,875142
562351,611601,527925
798659,775971,278786
908801,963843,353987
922919,397328,144357
371046,988635,429958
254508,182596,167917
845637,497289,526499
754951,901635,661494
806791,515305,114989
339757,289891,782781
677384,787949,476675
170306,304043,346948
922955,610528,212931
564814,277275,496717
825106,169161,425048
408098,504116,961040
865059,313739,824409
689411,600798,817999
968388,330004,575905
394166,169161,861045
230725,534374,265645
474237,459327,683472
161895,603627,622313
522698,457845,118387
570820,652926,544996
461334,898532,658950
730800,445638,869486
891018,516176,585122
165554,837276,477423
649637,613600,749383
941023,364945,779500
774856,624083,570603
952913,123221,497624
673257,681545,987687
613258,574886,198657
981848,386300,955799
992514,957361,582553
296213,371003,637016
832722,634963,682793
322191,533338,458818
138144,754922,186996
251308,498751,176473
694520,370382,396472
900323,502862,434677
124620,466775,240388
374830,765012,369306
773531,733759,571331
123015,183710,121603
831264,756221,461123
955068,258639,673543
829379,642147,549099
298952,392557,787240
346572,573225,601820
230869,403847,708960
541501,359835,975615
355921,271327,275565
975674,915931,951246
588914,270415,443072
488059,509660,566074
582548,788699,123436
762850,909507,332144
126185,835987,388767
494201,296883,541743
905974,176505,513580
286196,481546,421677
486142,779687,297723
830972,404085,779500
663703,515305,893382
213185,901198,855407
524565,321486,730262
870591,355152,822582
241257,139448,787240
430771,839844,597325
568989,175703,872370
722399,835987,999671
780349,521754,468620
884978,521754,101609
392808,918684,612512
176803,247222,709975
435477,527937,249061
960405,733759,801243
879661,239595,654353
943315,754811,959435
653110,347929,828697
865452,976557,188976
211552,834778,677213
274358,675840,947859
267458,258930,321646
105592,399282,314301
529177,522582,135055
352813,335392,295407
491659,887363,261254
471317,454185,806856
849838,240096,927690
553658,164283,460227
424121,355029,832287
834216,175724,305837
254001,487144,911377
616349,632156,135543
576545,330004,663351
969809,929667,608176
354303,143076,280315
864559,279639,125210
330350,440830,909546
217418,655633,361670
987483,947069,354036
578819,960822,410624
982979,253176,975688
441403,371003,430037
438346,359266,537123
917109,822043,561526
901213,311960,583615
652476,437022,374390
484907,482374,445048
570212,472184,893140
534553,420871,231550
143873,608636,989329
713042,613600,806827
250273,542561,369953
889120,877514,872370
901572,713086,205322
355186,946627,353095
178285,348938,240985
658644,625643,331085
923833,858490,828514
375980,488895,975946
358464,162089,112803
893168,708985,119730
936571,822290,793286
812010,848533,507696
638754,613600,818738
195290,526892,253941
396792,787562,676588
285483,811021,768667
514141,449659,547663
527944,504116,659108
391279,829894,422356
261063,226745,769394
927193,359835,648799
854035,419001,878593
864334,629187,326095
759580,664834,183391
977821,621061,414539
169729,181686,132192
170612,643422,460227
552688,896612,953795
414355,488421,244188
912685,111851,557327
418952,140159,334530
875800,692809,474911
685020,285166,330689
364681,756221,351417
828711,465393,446878
384314,834778,105630
460824,111694,747111
312616,677359,619709
245150,645455,384056
826313,415096,980865
848100,232174,889165
810983,562209,480765
617064,600579,497178
386519,440525,614679
785464,217376,195102
338579,525846,369306
891675,770301,368444
203999,880717,190977
738787,358106,326759
532355,249472,925731
408093,295355,180773
483868,295533,710994
802628,219680,170839
806699,980408,985999
434652,315184,809729
375603,352847,695607
402946,194435,678418
453389,219680,763501
224485,170156,454461
425670,866847,197404
390374,814349,978045
756660,783851,527685
231256,581827,273262
180507,849618,774495
422910,991112,528240
790409,103109,115980
745001,108128,975460
714621,546446,753780
372578,410078,456136
996681,631268,983073
433939,662574,444370
829036,524561,719717
358192,829779,626619
704919,380000,621443
942286,907254,145674
164632,502927,332100
975963,260793,834621
820458,779687,360170
754081,851608,841932
939997,746275,980113
650560,759829,113935
681789,209322,586503
814640,491419,754856
963220,793409,668085
876875,103064,114989
759041,304043,761470
120423,942701,695607
176510,238639,437941
313144,711833,397267
815501,863271,273656
456480,163405,954725
587025,561354,465373
488600,990591,983866
719458,838859,485200
155569,514593,524023
413459,599671,915598
353227,843667,159979
742113,456170,927690
365127,576493,425067
100893,571753,678238
435152,219851,612928
898501,155027,324151
212770,561971,534407
250549,901877,173748
241350,927382,408230
392046,714851,697069
773941,745594,681208
667905,181931,884042
271391,151928,552108
543270,403847,932177
180344,983061,843113
864000,189017,318418
347353,673897,960210
734532,114605,187219
900839,434991,321948
638275,296090,595494
834557,295345,953795
534663,943007,988105
436999,876090,135543
617050,958936,683238
291800,580167,531228
412666,114767,968742
717532,219851,852125
640077,977284,302081
472148,541636,499891
427695,484173,520236
655947,634437,991166
795283,447181,459657
478178,329384,924131
386086,776401,567427
937803,380396,340619
942695,898532,365128
867839,896329,303936
732339,608567,408892
493730,573225,996020
553395,858532,906455
762652,553405,301373
186520,974553,283076
465421,956863,983627
149204,370382,321498
205182,817187,942954
555649,839844,300882
654079,554193,147815
260913,224693,571090
797316,546203,426469
442106,372880,863900
827482,642147,581502
557025,673290,344677
578006,357276,830197
932125,575735,303936
615520,932708,289813
911723,112729,382301
326868,365814,521073
352588,759894,408230
565071,650041,196251
985935,199644,722578
516025,526239,942954
571489,677359,302010
651662,690819,591622
937973,272110,392051
340307,174460,816853
501458,740880,153889
771072,549206,981055
132566,267986,346935
634418,408807,181719
626882,742558,586848
274786,546040,799971
778143,240830,236094
227816,838441,686196
133823,636243,590114
117993,575364,877761
251293,575364,696693
897403,667594,165448
294122,549206,219897
908258,364147,564621
475381,313739,346833
463065,999218,187219
972383,865142,231550
838365,933575,886950
245992,114767,249341
279331,134224,659053
147372,222118,701557
668053,249472,139518
622213,689664,139656
791551,111593,893966
193459,748697,377285
237296,655217,809341
504013,705005,185650
902328,567271,186868
255208,555949,733178
121463,176505,606335
212769,765012,402414
236658,150145,776510
465393,638723,241830
554306,337498,283076
882230,306749,136151
813788,556097,910932
707437,312108,273386
369231,181686,893140
494020,522582,972407
965958,779094,143270
215030,662460,281102
934131,134830,543370
229344,697480,621602
599481,742788,646364
683737,581827,342890
429746,185470,131651
380857,655633,302901
321325,530227,461123
566995,199940,693481
235912,924865,567463
564629,787562,333185
452213,257791,114220
367672,251403,217445
604222,819268,257313
218046,484741,186996
510659,849618,337166
735573,248175,535261
243370,522922,462946
456164,484795,326598
843545,982308,789802
966845,987502,503632
956196,568299,835888
640902,338379,136894
873413,369810,612928
141088,737990,294108
930230,727812,561531
926970,423181,430943
817145,239189,194668
505104,441443,852408
474637,396368,770497
589060,754300,752629
493649,681021,576605
667423,460185,376100
336635,546446,927585
139480,927382,261520
653775,194435,609123
971695,355029,692712
138532,986718,721812
446958,380000,298200
562936,249472,749962
969357,980065,710294
978604,800877,923984
226471,272110,583994
276416,453511,826556
797972,372880,935057
483488,685949,212931
697986,631268,997593
201187,780014,773563
839569,274787,758738
896116,730797,597447
458105,856705,422220
627242,924865,609636
176715,413598,537534
145648,787562,627756
574547,536776,149608
190450,658884,919553
451628,641157,888911
438348,743089,690599
954415,111694,793286
712238,688374,596259
846596,766336,899945
393821,263289,596288
542734,891126,157641
730853,238124,818550
428010,632156,396716
923382,693480,807964
112339,779687,219636
802769,397913,319297
404816,974553,195346
650763,457845,730136
247790,509660,976299
155704,454618,673525
712343,247222,852408
217549,866847,280848
457597,351141,369306
872750,575735,363228
744651,631136,693213
821274,356838,328705
613527,980065,296564
855608,980065,399740
812746,597798,674627
947215,808680,206309
758680,403847,430943
360374,351141,675228
749002,388488,744888
952262,168035,722385
203524,779170,929234
350354,534374,988667
814625,694645,918978
224122,973430,850958
338110,634963,401843
494493,788699,988950
937285,304043,429753
885800,748697,345392
477031,475800,212409
536179,420304,615334
273357,866885,882421
258073,754922,357667
928671,982294,885327
352024,195438,321646
939237,312108,229345
304750,668779,139176
834026,712075,403148
343044,261099,540833
755079,673897,262755
598756,547970,649526
814865,174493,601467
667837,454442,813525
211436,274787,654187
593615,484795,874236
569140,554508,835888
903171,786349,225430
991287,802247,491403
622165,244605,210873
490113,526892,652388
188044,404728,569113
791896,813859,132976
369110,878095,867449
881930,429697,893140
695876,351141,167235
387895,521736,454526
903540,121456,128708
990241,349277,467427
185827,753241,976302
747309,780014,845661
830845,726088,188334
291026,989794,406368
562502,364007,919553
503601,618473,318451
539141,106219,815085
543603,642407,126134
473388,453724,600408
704004,111851,657639
841949,903454,972386
782108,300320,615234
587362,900294,209897
657211,650947,162542
735142,581827,107867
244926,870498,748355
464570,811021,992053
772429,950423,872951
920104,529747,904591
273843,250414,465146
566559,500460,817123
340936,866215,721406
631911,975876,408184
648773,701225,454591
971631,817142,621443
283278,615522,364233
628048,809586,898371
925582,954460,427733
440471,600579,234963
566753,974553,135055
843727,335392,169499
635753,648268,960210
102840,231342,205265
445603,316052,636815
494712,833423,802243
622524,761504,692244
768004,238639,566992
587290,377912,593637
352721,190195,462780
922228,571753,764801
800819,906205,200631
366856,634437,582803
541369,558559,923029
402768,606287,376408
802781,780261,177978
715256,250991,208807
356619,278877,157731
728892,691941,529495
683386,163568,565778
409919,798630,809341
166242,352507,979857
134927,525155,637321
845866,988067,923757
776042,863271,906545
735986,733759,354036
378754,443827,187084
402671,126551,595669
431265,839844,228323
901077,217051,845322
536594,136563,369134
983929,426727,361670
548807,464651,990312
712750,109781,422357
886694,263289,222804
531935,968510,206469
356016,324325,324151
420795,300320,583350
651194,598823,432228
487779,366391,721645
631503,347183,506930
894754,550026,422357
490154,693480,437152
505756,793171,721406
498702,500865,757713
523824,779170,488217
347981,506159,385855
652203,525846,635514
521527,773008,619872
150430,992469,227744
362047,829233,810945
138082,175431,963749
140273,500836,695531
644275,621061,513869
802224,695201,508609
506977,397489,874239
184757,377379,354664
204192,114767,693042
963624,795435,597447
764513,778400,167799
459884,449915,238023
539070,769298,884427
909859,569495,124709
221743,149756,110374
935669,469113,407715
408340,770301,296564
494936,604679,930841
344185,278655,780112
711384,213202,451522
765759,712631,465146
575426,645455,611860
761550,622611,351851
588211,977725,351818
891698,717670,405972
552885,239189,273939
678526,372880,236120
921374,444041,468533
330096,599291,575905
494989,645804,139399
549342,865142,775165
139661,645455,873015
240164,438565,220549
946284,793409,612317
518263,398136,875142
453309,197956,430825
751869,522598,379727
782636,101002,594921
780032,162089,583994
988142,209274,788750
945833,183710,657773
140971,475800,199156
216176,379994,287817
390734,512099,947872
364263,408321,710498
103926,743294,876013
587758,581786,673820
395055,147783,477504
211222,892617,278786
343754,396050,529595
808789,812824,631389
426628,924944,529610
936594,773008,292089
414130,817187,326759
663714,349374,205117
489870,218732,741518
686307,473437,688068
578731,787562,289813
638054,193897,474455
579809,797728,658059
465526,798377,762335
618587,139448,589648
332899,306990,454696
528056,348938,366958
347986,544796,870483
818376,818494,425022
840694,359279,345392
920598,476679,585939
958934,105197,241830
746041,960035,196821
545200,186279,254265
308319,748561,719024
237204,447181,491910
834303,726904,253676
256906,618473,612317
436515,754811,401471
751898,123104,779348
512374,903454,565333
276833,762989,623539
679868,977725,977694
552496,686871,260017
537172,812224,265379
643582,811021,119103
649828,731828,173748
343845,359550,904034
757217,195398,956565
336364,112729,884629
559269,858253,207198
639008,103064,774050
172019,386919,566128
998241,913532,614957
151464,886469,112618
378279,991112,272496
128016,914969,644428
393159,613881,581497
621168,459574,328385
118398,634532,250216
513995,112559,570207
726180,766336,117141
533928,870498,726020
952330,105981,447164
611474,333727,261801
280617,296105,285556
716008,903612,430478
165677,211937,949061
632549,764785,566128
764762,681545,295256
807840,437633,193698
572408,244734,834621
711161,833423,361550
236769,822367,597655
387408,295533,110786
517615,150145,801414
896455,573225,233232
768421,224693,885234
738455,222574,371912
714877,600579,694962
630688,408321,386064
557046,732758,253941
545228,123221,690599
843372,683132,675228
468305,337498,549111
825723,348938,850288
568422,611380,135291
155222,376488,295723
651047,835987,399797
663836,522354,229673
714491,564014,170066
